	COUNTY	NAME	ST	B00001_001E	B01001_001E	B00002_001E	B08201_001E	state	county
2066	047	Fayette County, Ohio	39	3140	28769	1344	11589	39	047
2067	049	Franklin County, Ohio	39	89086	1215761	39373	480946	39	049
2068	051	Fulton County, Ohio	39	4468	42485	1869	16229	39	051
2069	053	Gallia County, Ohio	39	2827	30565	1242	11590	39	053
2070	055	Geauga County, Ohio	39	8697	93874	3289	34774	39	055
2071	057	Greene County, Ohio	39	13887	164192	5376	64182	39	057
2072	059	Guernsey County, Ohio	39	4551	39626	2147	15558	39	059
2073	061	Hamilton County, Ohio	39	65591	804194	30215	331638	39	061
2074	063	Hancock County, Ohio	39	6882	75428	2819	31083	39	063
2075	065	Hardin County, Ohio	39	4049	31736	1568	11540	39	065
2076	067	Harrison County, Ohio	39	2619	15633	1242	6271	39	067
2077	069	Henry County, Ohio	39	3728	28015	1565	10958	39	069
2078	071	Highland County, Ohio	39	3910	43170	1707	16696	39	071
2079	073	Hocking County, Ohio	39	2962	28914	1282	11387	39	073
2080	075	Holmes County, Ohio	39	4211	43436	1323	12685	39	075
2081	077	Huron County, Ohio	39	6184	58937	2601	22527	39	077
2082	079	Jackson County, Ohio	39	2465	32854	1058	12981	39	079
2083	081	Jefferson County, Ohio	39	8415	68053	3872	27958	39	081
2084	083	Knox County, Ohio	39	5552	61004	2150	22759	39	083
2085	085	Lake County, Ohio	39	20047	229437	8698	94815	39	085
2086	087	Lawrence County, Ohio	39	4973	61827	2290	23548	39	087
2087	089	Licking County, Ohio	39	13713	168693	5519	64230	39	089
2088	091	Logan County, Ohio	39	5352	45484	2509	18640	39	091
2089	093	Lorain County, Ohio	39	26266	303152	10746	117298	39	093
2090	095	Lucas County, Ohio	39	36514	436261	16639	177619	39	095
2091	097	Madison County, Ohio	39	4818	43456	1648	14906	39	097
2092	099	Mahoning County, Ohio	39	22029	234550	10076	97790	39	099
2093	101	Marion County, Ohio	39	6663	65943	2597	24478	39	101
2094	103	Medina County, Ohio	39	15521	174831	6250	66002	39	103
2095	105	Meigs County, Ohio	39	2835	23473	1345	9322	39	105
2096	107	Mercer County, Ohio	39	4642	40863	1920	15919	39	107
2097	109	Miami County, Ohio	39	8433	103517	3612	41135	39	109
2098	111	Monroe County, Ohio	39	2188	14547	1037	6056	39	111
2099	113	Montgomery County, Ohio	39	44761	533763	20254	222687	39	113
2100	115	Morgan County, Ohio	39	2072	14913	985	6120	39	115
2101	117	Morrow County, Ohio	39	2839	34996	1183	12700	39	117
2102	119	Muskingum County, Ohio	39	8069	86016	3388	34261	39	119
2103	121	Noble County, Ohio	39	1835	14508	697	4886	39	121
2104	123	Ottawa County, Ohio	39	4928	41162	3130	17334	39	123
2105	125	Paulding County, Ohio	39	2887	19165	1253	7699	39	125
2106	127	Perry County, Ohio	39	3735	36025	1609	13780	39	127
2107	129	Pickaway County, Ohio	39	5685	56515	2085	19460	39	129
2108	131	Pike County, Ohio	39	2215	28396	938	10940	39	131
2109	133	Portage County, Ohio	39	13355	161897	5312	61055	39	133
2110	135	Preble County, Ohio	39	5634	41682	2342	16124	39	135
2111	137	Putnam County, Ohio	39	5400	34184	2163	13049	39	137
2112	139	Richland County, Ohio	39	10374	122312	4403	48103	39	139
2113	141	Ross County, Ohio	39	7040	77334	2669	28269	39	141
2114	143	Sandusky County, Ohio	39	6051	60187	2638	23626	39	143
2115	145	Scioto County, Ohio	39	6685	78017	2800	29700	39	145
2116	147	Seneca County, Ohio	39	6928	55929	2800	21538	39	147
2117	149	Shelby County, Ohio	39	6070	49067	2362	18537	39	149
2118	151	Stark County, Ohio	39	31738	374979	13532	150385	39	151
2119	153	Summit County, Ohio	39	42888	541847	18917	220902	39	153
2120	155	Trumbull County, Ohio	39	18608	206373	8029	86828	39	155
2121	157	Tuscarawas County, Ohio	39	9502	92697	4020	36713	39	157
2122	159	Union County, Ohio	39	4751	53470	1624	18431	39	159
2123	161	Van Wert County, Ohio	39	3721	28576	1618	11355	39	161
2124	163	Vinton County, Ohio	39	1593	13234	746	4992	39	163
2125	165	Warren County, Ohio	39	15095	219916	5571	78359	39	165
2126	167	Washington County, Ohio	39	5965	61351	2699	25064	39	167
2127	169	Wayne County, Ohio	39	13200	115371	5021	42910	39	169
2128	171	Williams County, Ohio	39	4891	37386	2060	15150	39	171
2129	173	Wood County, Ohio	39	13100	128885	5249	50091	39	173
2130	175	Wyandot County, Ohio	39	2860	22467	1204	9327	39	175
2131	001	Adair County, Oklahoma	40	4759	22236	2033	7968	40	001
2132	003	Alfalfa County, Oklahoma	40	1612	5755	732	2072	40	003
2133	005	Atoka County, Oklahoma	40	3610	13906	1693	5258	40	005
2134	007	Beaver County, Oklahoma	40	1127	5530	586	2017	40	007
2135	009	Beckham County, Oklahoma	40	1753	23300	737	7535	40	009
2136	011	Blaine County, Oklahoma	40	1915	9810	839	3580	40	011
2137	013	Bryan County, Oklahoma	40	6195	44003	2971	16632	40	013
2138	015	Caddo County, Oklahoma	40	5834	29495	3043	10202	40	015
2139	017	Canadian County, Oklahoma	40	11275	126193	4587	43063	40	017
2140	019	Carter County, Oklahoma	40	5885	48442	2956	17867	40	019
2141	021	Cherokee County, Oklahoma	40	5849	48097	2882	16324	40	021
2142	023	Choctaw County, Oklahoma	40	2916	15120	1667	5924	40	023
2143	025	Cimarron County, Oklahoma	40	596	2341	371	1017	40	025
2144	027	Cleveland County, Oklahoma	40	21009	268614	8160	99276	40	027
2145	029	Coal County, Oklahoma	40	1576	5812	783	2288	40	029
2146	031	Comanche County, Oklahoma	40	11639	125531	4768	43240	40	031
2147	033	Cotton County, Oklahoma	40	1001	6112	493	2429	40	033
2148	035	Craig County, Oklahoma	40	3074	14744	1516	5418	40	035
2149	037	Creek County, Oklahoma	40	10180	70761	4641	26204	40	037
2150	039	Custer County, Oklahoma	40	2589	28978	1082	10364	40	039
2151	041	Delaware County, Oklahoma	40	7201	41409	4293	16561	40	041
2152	043	Dewey County, Oklahoma	40	1136	4863	612	1851	40	043
2153	045	Ellis County, Oklahoma	40	1062	4121	580	1710	40	045
2154	047	Garfield County, Oklahoma	40	6349	62192	2617	23937	40	047
2155	049	Garvin County, Oklahoma	40	4799	27455	2360	10531	40	049
2156	051	Grady County, Oklahoma	40	7545	53612	3489	19589	40	051
2157	053	Grant County, Oklahoma	40	1161	4517	592	1968	40	053
2158	055	Greer County, Oklahoma	40	840	6117	325	2186	40	055
2159	057	Harmon County, Oklahoma	40	541	2866	267	1174	40	057
2160	059	Harper County, Oklahoma	40	623	3766	328	1444	40	059
2161	061	Haskell County, Oklahoma	40	3019	12850	1471	4903	40	061
2162	063	Hughes County, Oklahoma	40	3153	13785	1673	4454	40	063
2163	065	Jackson County, Oklahoma	40	3097	26056	1401	10220	40	065
2164	067	Jefferson County, Oklahoma	40	1738	6333	1024	2471	40	067
2165	069	Johnston County, Oklahoma	40	2689	11022	1300	4164	40	069
2166	071	Kay County, Oklahoma	40	8852	45587	4270	18115	40	071
2167	073	Kingfisher County, Oklahoma	40	1811	15302	781	5741	40	073
2168	075	Kiowa County, Oklahoma	40	1604	9302	867	3939	40	075
2169	077	Latimer County, Oklahoma	40	2193	10774	1052	4135	40	077
2170	079	Le Flore County, Oklahoma	40	9354	49899	4420	18164	40	079
2171	081	Lincoln County, Oklahoma	40	6682	34504	3064	13231	40	081
2172	083	Logan County, Oklahoma	40	4028	44493	1694	15091	40	083
2173	085	Love County, Oklahoma	40	1749	9663	998	3202	40	085
2174	087	McClain County, Oklahoma	40	4249	36512	1849	13244	40	087
2175	089	McCurtain County, Oklahoma	40	6096	33143	2914	12908	40	089
2176	091	McIntosh County, Oklahoma	40	2880	20280	1862	8373	40	091
2177	093	Major County, Oklahoma	40	1596	7700	726	3051	40	093
2178	095	Marshall County, Oklahoma	40	2294	16014	1372	5965	40	095
2179	097	Mayes County, Oklahoma	40	6240	41007	3100	15740	40	097
2180	099	Murray County, Oklahoma	40	1714	13733	793	5343	40	099
2181	101	Muskogee County, Oklahoma	40	9171	70224	4186	26349	40	101
2182	103	Noble County, Oklahoma	40	1994	11506	873	4670	40	103
2183	105	Nowata County, Oklahoma	40	2208	10555	1068	4046	40	105
2184	107	Okfuskee County, Oklahoma	40	2814	12248	1456	4048	40	107
2185	109	Oklahoma County, Oklahoma	40	65882	754480	28984	291390	40	109
2186	111	Okmulgee County, Oklahoma	40	6090	39446	2843	15022	40	111
2187	113	Osage County, Oklahoma	40	7397	48054	3660	18271	40	113
2188	115	Ottawa County, Oklahoma	40	10115	32085	4705	12061	40	115
2189	117	Pawnee County, Oklahoma	40	3660	16499	1804	6278	40	117
2190	119	Payne County, Oklahoma	40	7557	79423	2887	30164	40	119
2191	121	Pittsburg County, Oklahoma	40	8011	44961	3934	18087	40	121
2192	123	Pontotoc County, Oklahoma	40	5897	38055	2627	14591	40	123
2193	125	Pottawatomie County, Oklahoma	40	11245	71136	4799	25996	40	125
2194	127	Pushmataha County, Oklahoma	40	2817	11226	1617	4749	40	127
2195	129	Roger Mills County, Oklahoma	40	890	3780	506	1340	40	129
2196	131	Rogers County, Oklahoma	40	12436	89190	5093	33358	40	131
2197	133	Seminole County, Oklahoma	40	5774	25481	2934	9202	40	133
2198	135	Sequoyah County, Oklahoma	40	5944	41464	2868	15552	40	135
2199	137	Stephens County, Oklahoma	40	5742	44806	2741	17868	40	137
2200	139	Texas County, Oklahoma	40	2559	21588	1087	7173	40	139
2201	141	Tillman County, Oklahoma	40	1356	7715	658	3057	40	141
2202	143	Tulsa County, Oklahoma	40	70246	623335	31837	246080	40	143
2203	145	Wagoner County, Oklahoma	40	9665	75391	4041	27452	40	145
2204	147	Washington County, Oklahoma	40	6033	51760	2745	21001	40	147
2205	149	Washita County, Oklahoma	40	2268	11649	1042	4640	40	149
2206	151	Woods County, Oklahoma	40	1308	9033	626	3426	40	151
2207	153	Woodward County, Oklahoma	40	2106	20986	924	7367	40	153
2208	001	Baker County, Oregon	41	2322	16052	1248	7160	41	001
2209	003	Benton County, Oregon	41	7413	86495	2938	33840	41	003
2210	005	Clackamas County, Oregon	41	28307	389438	11499	149522	41	005
2211	007	Clatsop County, Oregon	41	3594	37382	1933	15726	41	007
2212	009	Columbia County, Oregon	41	4359	49389	1833	18785	41	009
2213	011	Coos County, Oregon	41	4712	62775	2231	25888	41	011
2214	013	Crook County, Oregon	41	1454	20956	659	9079	41	013
2215	015	Curry County, Oregon	41	1507	22338	792	10454	41	015
2216	017	Deschutes County, Oregon	41	8874	166622	4223	66337	41	017
2217	019	Douglas County, Oregon	41	8443	107194	3773	43798	41	019
2218	021	Gilliam County, Oregon	41	481	1883	268	833	41	021
2219	023	Grant County, Oregon	41	1521	7276	904	3149	41	023
2220	025	Harney County, Oregon	41	1179	7229	589	3038	41	025
2221	027	Hood River County, Oregon	41	1627	22749	666	8189	41	027
2222	029	Jackson County, Oregon	41	13933	208363	6173	83487	41	029
2223	031	Jefferson County, Oregon	41	2337	22061	1071	7692	41	031
2224	033	Josephine County, Oregon	41	5380	83409	2377	34527	41	033
2225	035	Klamath County, Oregon	41	5805	65972	2683	27188	41	035
2226	037	Lake County, Oregon	41	974	7842	526	3526	41	037
2227	039	Lane County, Oregon	41	29541	357060	12939	146235	41	039
2228	041	Lincoln County, Oregon	41	4914	46347	2850	20566	41	041
2229	043	Linn County, Oregon	41	9265	118971	3870	45100	41	043
2230	045	Malheur County, Oregon	41	4173	30551	1619	10286	41	045
2231	047	Marion County, Oregon	41	23616	323259	8960	113996	41	047
2232	049	Morrow County, Oregon	41	1436	11204	590	3772	41	049
2233	051	Multnomah County, Oregon	41	58535	768418	24782	310669	41	051
2234	053	Polk County, Oregon	41	5741	77264	2226	28458	41	053
2235	055	Sherman County, Oregon	41	684	1795	347	804	41	055
2236	057	Tillamook County, Oregon	41	2692	25430	1839	10094	41	057
2237	059	Umatilla County, Oregon	41	7060	76738	2774	26794	41	059
2238	061	Union County, Oregon	41	3576	25745	1536	10130	41	061
2239	063	Wallowa County, Oregon	41	1129	6857	638	3082	41	063
2240	065	Wasco County, Oregon	41	3036	25492	1430	9704	41	065
2241	067	Washington County, Oregon	41	39043	556210	15334	206426	41	067
2242	069	Wheeler County, Oregon	41	509	1348	306	671	41	069
2243	071	Yamhill County, Oregon	41	8014	101119	2939	34425	41	071
2244	001	Adams County, Pennsylvania	42	14081	101767	5472	38193	42	001
2245	003	Allegheny County, Pennsylvania	42	117948	1231145	54458	529534	42	003
2246	005	Armstrong County, Pennsylvania	42	13049	67979	6147	28524	42	005
2247	007	Beaver County, Pennsylvania	42	19851	169785	9076	70079	42	007
2248	009	Bedford County, Pennsylvania	42	10992	49086	5160	20000	42	009
2249	011	Berks County, Pennsylvania	42	39853	413965	15671	153312	42	011
2250	013	Blair County, Pennsylvania	42	14044	126448	6018	51034	42	013
2251	015	Bradford County, Pennsylvania	42	12501	62228	6100	24358	42	015
2252	017	Bucks County, Pennsylvania	42	54781	626583	21341	233066	42	017
2253	019	Butler County, Pennsylvania	42	24353	185689	10177	74476	42	019
2254	021	Cambria County, Pennsylvania	42	24003	139381	10467	57465	42	021
2255	023	Cameron County, Pennsylvania	42	1138	4869	1238	2170	42	023
2256	025	Carbon County, Pennsylvania	42	6048	64634	2980	25751	42	025
2257	027	Centre County, Pennsylvania	42	16912	157823	6361	57183	42	027
2258	029	Chester County, Pennsylvania	42	48180	509797	17887	186057	42	029
2259	031	Clarion County, Pennsylvania	42	9517	39454	4560	15830	42	031
2260	033	Clearfield County, Pennsylvania	42	14590	81343	6779	31817	42	033
2261	035	Clinton County, Pennsylvania	42	8226	39614	4177	14796	42	035
2262	037	Columbia County, Pennsylvania	42	11620	66912	5009	26178	42	037
2263	039	Crawford County, Pennsylvania	42	17910	87343	8139	34575	42	039
2264	041	Cumberland County, Pennsylvania	42	22518	241427	8657	95950	42	041
2265	043	Dauphin County, Pennsylvania	42	24754	271094	10870	109623	42	043
2266	045	Delaware County, Pennsylvania	42	51274	561683	19763	203817	42	045
2267	047	Elk County, Pennsylvania	42	4078	31370	2596	13244	42	047
2268	049	Erie County, Pennsylvania	42	29567	279858	11844	109934	42	049
2269	051	Fayette County, Pennsylvania	42	15948	134851	7232	53997	42	051
2270	053	Forest County, Pennsylvania	42	1817	7581	2523	1974	42	053
2271	055	Franklin County, Pennsylvania	42	12216	152285	5117	58570	42	055
2272	057	Fulton County, Pennsylvania	42	3963	14694	1860	5960	42	057
2273	059	Greene County, Pennsylvania	42	7202	37938	3051	14394	42	059
2274	061	Huntingdon County, Pennsylvania	42	12077	45906	5653	17225	42	061
2275	063	Indiana County, Pennsylvania	42	13765	87895	5689	34061	42	063
2276	065	Jefferson County, Pennsylvania	42	10606	44756	5280	18479	42	065
2277	067	Juniata County, Pennsylvania	42	5329	24829	2384	9393	42	067
2278	069	Lackawanna County, Pennsylvania	42	22930	213459	10019	85034	42	069
2279	071	Lancaster County, Pennsylvania	42	42979	530216	16077	195330	42	071
2280	073	Lawrence County, Pennsylvania	42	12119	89162	5306	36435	42	073
2281	075	Lebanon County, Pennsylvania	42	12845	135776	5237	52267	42	075
2282	077	Lehigh County, Pennsylvania	42	27894	356756	11181	133960	42	077
2283	079	Luzerne County, Pennsylvania	42	36495	320095	16305	128692	42	079
2284	081	Lycoming County, Pennsylvania	42	18860	116656	8339	45906	42	081
2285	083	McKean County, Pennsylvania	42	7827	42884	3839	17400	42	083
2286	085	Mercer County, Pennsylvania	42	18289	115320	7623	45546	42	085
2287	087	Mifflin County, Pennsylvania	42	5728	46675	2449	18714	42	087
2288	089	Monroe County, Pennsylvania	42	9293	167881	4464	57297	42	089
2289	091	Montgomery County, Pennsylvania	42	77089	812970	30220	308626	42	091
2290	093	Montour County, Pennsylvania	42	3501	18508	1430	7380	42	093
2291	095	Northampton County, Pennsylvania	42	26890	299616	10518	112927	42	095
2292	097	Northumberland County, Pennsylvania	42	13783	94006	5965	39375	42	097
2293	099	Perry County, Pennsylvania	42	9552	45677	4128	18085	42	099
2294	101	Philadelphia County, Pennsylvania	42	100543	1555072	45517	581050	42	101
2295	103	Pike County, Pennsylvania	42	5197	56632	3223	21079	42	103
2296	105	Potter County, Pennsylvania	42	5482	17377	4319	6669	42	105
2297	107	Schuylkill County, Pennsylvania	42	22224	146360	9875	58554	42	107
2298	109	Snyder County, Pennsylvania	42	7831	40046	3055	14442	42	109
2299	111	Somerset County, Pennsylvania	42	15052	76617	7231	29619	42	111
2300	113	Sullivan County, Pennsylvania	42	1991	6381	2128	2669	42	113
2301	115	Susquehanna County, Pennsylvania	42	10379	42369	5455	17487	42	115
2302	117	Tioga County, Pennsylvania	42	10254	42284	5130	16611	42	117
2303	119	Union County, Pennsylvania	42	5936	44958	2113	14916	42	119
2304	121	Venango County, Pennsylvania	42	10680	53906	5205	22129	42	121
2305	123	Warren County, Pennsylvania	42	8259	40962	4815	17113	42	123
2306	125	Washington County, Pennsylvania	42	25928	208226	11375	83739	42	125
2307	127	Wayne County, Pennsylvania	42	8495	51642	4500	19306	42	127
2308	129	Westmoreland County, Pennsylvania	42	38466	361251	17271	151173	42	129
2309	131	Wyoming County, Pennsylvania	42	6367	28147	2994	10894	42	131
2310	133	York County, Pennsylvania	42	39672	439660	16191	167416	42	133
2311	001	Bristol County, Rhode Island	44	4552	49176	1674	19290	44	001
2312	003	Kent County, Rhode Island	44	12315	164958	5246	68616	44	003
2313	005	Newport County, Rhode Island	44	6938	82663	3126	34848	44	005
2314	007	Providence County, Rhode Island	44	46471	630459	18669	238284	44	007
2315	009	Washington County, Rhode Island	44	10491	126405	4658	49564	44	009
2316	001	Abbeville County, South Carolina	45	2282	24997	1038	9573	45	001
2317	003	Aiken County, South Carolina	45	10935	163908	4915	63706	45	003
2318	005	Allendale County, South Carolina	45	786	9838	350	3346	45	005
2319	007	Anderson County, South Carolina	45	12606	191215	5526	74023	45	007
2320	009	Bamberg County, South Carolina	45	1215	15432	530	5921	45	009
2321	011	Barnwell County, South Carolina	45	1899	22098	940	8344	45	011
2322	013	Beaufort County, South Carolina	45	11042	171420	6116	65975	45	013
2323	015	Berkeley County, South Carolina	45	13650	193613	5613	69030	45	015
2324	017	Calhoun County, South Carolina	45	1210	14958	586	6028	45	017
2325	019	Charleston County, South Carolina	45	25866	372904	12472	148018	45	019
2326	021	Cherokee County, South Carolina	45	4059	55863	1827	20523	45	021
2327	023	Chester County, South Carolina	45	3163	32556	1487	12385	45	023
