,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Hispanic_Latino_share,White_share,Black_share,Asian_share,Share_over65,Share_under18,airport,dist_airport
24,49,"DeKalb County, Alabama",1,2959,25013,47227,70271,13133,38192,18411,371,98500,1,49,17890,47227,10604,29658,5280,0.074134035,0.186890752,0.627988227,0.111800453,0.886111111,0,0.869444444,0,0.878787879,0,0.873563218,0,0.908713693,0,24,0.00533592,0.028201145,0.028522788,0.027219118,0.024925294,34.460929,85.803992,0.883324069,0,0.022840853,60.1,71.8,48.4,4,,79.3,89.4,69.1,3.97,,42.9,53.4,32.3,5.25,,44.4,55.3,33.6,5.08,,40.6,51.1,30,4.99,,79.4,89.6,69.2,6.11,,76,86.5,65.5,4.02,,52.6,64.1,41.1,4.61,,68.5,79.5,57.4,4.71,,52.1,63.5,40.7,5.21,,62.2,74.2,50.2,3.06,,73.2,83.8,62.5,3.12,,42.63333333,78.23333333,60.94166667,SOUTHEAST,Alabama,71109,9690,57997,1029,166,0.136269671,0.815607026,0.014470742,0.002334444,0.149123177,0.251585594,Richard B Russell Airport,60.64229443
25,51,"Elmore County, Alabama",1,2361,28651,54452,75749,10334,53555,24381,550,147500,1,51,18620,54452,10763,26586,11664,0.07717905,0.136424243,0.488246529,0.214207008,0.93852459,0,0.914285714,0,0.957081545,0,0.914529915,0,0.952380952,0,25,0.009091712,0.025826693,0.029161075,0.030936238,0.029519569,32.597229,86.142739,0.935360543,0,0.024907057,62.5,75.1,49.8,3.88,0,80.1,89.8,70.4,4.3,0,47.8,58.2,37.3,4.74,0.1,49.5,60.5,38.5,5.27,0,45.5,56.1,34.9,4.45,0,80.6,90.3,70.8,4.93,0,77.6,87.7,67.5,4.22,0,56.5,68.7,44.2,5.66,0.2,71,82.3,59.6,3.37,0,55.6,67.5,43.7,4.2,0,65.3,76.5,54,2.9,0,75.7,86.1,65.3,3.37,0,47.6,79.43333333,63.975,SOUTHEAST,Alabama,79303,2129,59449,15814,514,0.026846399,0.749643771,0.19941238,0.00648147,0.13571996,0.234795657,Maxwell Air Force Base,31.69300616
26,53,"Escambia County, Alabama",1,1452,13659,26007,35510,8609,32330,17045,376,93800,1,53,8444,26007,6123,16182,3261,0.146293431,0.24243875,0.622217095,0.125389318,0.821917808,0,0.789041096,0,0.849315068,0,0.885245902,0,0.806629834,0,26,0.026331585,0.037295795,0.036315624,0.023332542,0.024233315,31.121748,87.168429,0.830429942,0,0.029501772,64.3,77.2,51.3,,,79.9,89.7,70,,,50.5,61.6,39.4,,,51.8,64,39.5,,,48,59.8,36.2,,,80.4,90.5,70.3,,,78.1,88.7,67.4,,,57.8,70.7,44.8,,,71.9,84.1,59.7,,,57.2,69.9,44.4,,,66.2,78.6,53.7,,,75.6,86.4,64.8,,,50.1,79.46666667,65.14166667,SOUTHEAST,Alabama,38319,718,23508,12162,86,0.018737441,0.613481563,0.317388241,0.002244317,0.159790182,0.220360657,Whiting Field Naval Air Station - North,46.24706103
27,55,"Etowah County, Alabama",1,3992,39899,71591,102106,20078,39220,20500,427,100400,1,55,23111,71591,17516,35423,11485,0.087909128,0.196638787,0.494796832,0.160425193,0.868327402,0,0.868327402,0,0.605479452,0,0.460227273,0,0.662921348,0,27,0.043866705,0.048926458,0.048624211,0.04867689,0.045517135,34.047638,86.03442,0.693056575,0,0.04712228,61.5,74.1,48.9,4.64,0,80,90.4,69.7,3.88,0,44,54.5,33.6,4.36,0,45.4,56.4,34.4,4.99,0.1,41.3,51.8,30.8,5.27,0,80.7,90.8,70.6,4.72,0,77.1,87.6,66.6,4.37,0,53.4,65.6,41.1,5.15,0,69.8,81.3,58.2,4.64,0,52.5,64.5,40.5,4.96,0,62.9,74.8,51.1,3.65,0,73.8,84.5,63,3.96,0,43.56666667,79.26666667,61.86666667,SOUTHEAST,Alabama,104430,3447,82789,15716,657,0.033007756,0.792770277,0.150493153,0.006291296,0.16772958,0.221306138,Anniston Metropolitan Airport,53.51108106
28,57,"Fayette County, Alabama",1,825,7037,11880,16672,3055,34680,19545,299,75200,1,57,3663,11880,3211,7275,1677,0.092448307,0.183241363,0.612373737,0.141161616,0.919889503,0,0.896428571,0,0.540616246,0,0.61369863,0,0.614035088,0,28,0.013981234,0.015873932,0.012636949,0.012366132,0.013959014,33.732249,87.752049,0.716933608,0,0.013763452,62.2,75.7,48.7,4.9,0,80.2,91.4,69.1,3.84,0,45.6,56.1,35.1,5.08,0,47.6,58.7,36.5,5.32,0,43.3,53.5,33.1,5.45,0.3,81.1,91.9,70.2,4.2,0,77.7,89,66.4,4.92,0,54.8,67.3,42.2,5.46,0,70,82.3,57.8,4.53,0,53.5,65.9,41.2,4.81,0,63,76,50.1,3.63,0,74,86,62,3.36,0,45.5,79.66666667,62.75,SOUTHEAST,Alabama,17241,204,14832,1958,37,0.01183226,0.860274926,0.113566498,0.002146047,0.186242097,0.212458674,Tuscaloosa Regional Airport,58.23481854
29,59,"Franklin County, Alabama",1,1129,11980,21075,31232,7020,35372,18595,342,85600,1,59,7668,21075,5051,13250,2405,0.093589744,0.224769467,0.628706999,0.114116251,0.884210526,0,0.883802817,0,0.896428571,0,0.914893617,0,0.914285714,0,29,0.019576012,0.027781298,0.028208172,0.025152679,0.028036196,34.441988,87.842815,0.898724249,0,0.025750871,59.4,71.8,47,4.9,0,78.6,89.7,67.4,3.74,0,42.3,52.3,32.2,5.93,0.1,43.4,54.2,32.7,5.22,0.2,40,50,30.1,4.92,0.5,79,89.5,68.5,4.86,0,75.3,86.4,64.3,3.87,0,51.5,63.4,39.6,4.75,0.1,67.7,79.4,55.9,6,0,51.4,62.9,39.8,4.93,0,60.9,73.3,48.4,3.63,0,72.2,83.9,60.4,3.87,0,41.9,77.63333333,60.14166667,SOUTHEAST,Alabama,31704,4710,25249,1211,51,0.148561696,0.796397931,0.038197073,0.00160863,0.159317436,0.241862226,Northwest Alabama Regional Airport,39.84361404
30,61,"Geneva County, Alabama",1,1589,10754,18762,26469,6149,36024,20224,369,77400,1,61,5948,18762,4974,10891,2317,0.106517169,0.232309494,0.580481825,0.123494297,0.848901099,0,0.805479452,0,0.905817175,0,0.836065574,0,0.82320442,0,30,0.019447555,0.026486868,0.025103202,0.028296989,0.023459423,31.090866,85.824346,0.843893544,0,0.024558807,64.6,78.4,50.9,4.08,0,80.4,91.1,69.8,5.03,0,50.4,63,37.8,4.73,0,51.9,65.2,38.6,5.31,0,48.2,61.1,35.3,5.49,0,80.9,91.9,70,5.8,0,78.9,90.3,67.5,5.79,0,58.5,72.3,44.7,6.19,0,72.8,85.7,59.9,3.68,0,57.9,71.4,44.3,5.24,0,66.7,79.9,53.4,3.52,0,76.2,87.7,64.6,4.25,0,50.16666667,80.06666667,65.61666667,SOUTHEAST,Alabama,26790,920,22692,2523,64,0.034341172,0.847032475,0.094176932,0.002388951,0.185666293,0.222023143,Cairns AAF (Fort Rucker) Air Field,23.06090144
31,63,"Greene County, Alabama",1,516,3201,5923,8646,3479,20541,13611,178,69600,1,63,2028,5923,1516,3733,648,0.185298103,0.402382605,0.630254938,0.109404018,0.968181818,0,0.962655602,0,0.742038217,0,0.9375,0,0.923529412,0,31,0.038351596,0.04041721,0.027781118,0.03047294,0.032441803,32.844497,87.964201,0.90678101,0,0.033892933,62.8,75.6,50,4.54,,81.2,91.8,70.6,3.41,,46.3,57.5,35.2,4.56,,48.1,59.7,36.5,5.34,,44.1,55.2,33,5.12,,81.6,92,71.1,4.46,,78.4,89.4,67.4,4.14,,55.4,67.9,42.8,5.35,,71.4,83.1,59.6,4.07,,54.5,67.1,41.8,4.61,,64.4,77.1,51.8,3.81,,75.3,86.9,63.7,3.25,,46.16666667,80.4,63.625,SOUTHEAST,Alabama,9045,69,1562,7349,15,0.007628524,0.172692095,0.81249309,0.001658375,0.167606412,0.224212272,Tuscaloosa Regional Airport,53.16112762
32,65,"Hale County, Alabama",1,884,5927,10271,14972,4011,32714,18877,270,87400,1,65,3608,10271,2590,6392,1425,0.132493703,0.26790008,0.622334729,0.138740142,0.919889503,0,0.896428571,0,0.540616246,0,0.61369863,0,0.614035088,0,32,0.015418782,0.0156287,0.01085061,0.017415643,0.013636011,32.752796,87.623061,0.716933608,0,0.014589949,62.7,74.7,50.7,,,80.4,90.7,70.1,,,47.1,57.4,36.7,,,48.8,59.8,37.7,,,44.6,54.9,34.3,,,80.9,91.2,70.6,,,77.7,88.3,67,,,56,67.8,44.1,,,71,82.4,59.5,,,54.8,66,43.5,,,64,76.2,51.8,,,74.5,85.4,63.5,,,46.83333333,79.66666667,63.54166667,SOUTHEAST,Alabama,15760,140,6213,9265,35,0.008883249,0.394225888,0.587880711,0.002220812,0.164340102,0.22893401,Tuscaloosa Regional Airport,51.89288623
33,67,"Henry County, Alabama",1,904,6894,12213,17007,2657,41997,22931,381,96300,1,67,3694,12213,3420,6923,2018,0.077755511,0.156229788,0.566854991,0.165233767,0.90877193,0,0.863799283,0,0.915194346,0,0.946428571,0,0.892857143,0,33,0.013524448,0.017486339,0.023509896,0.02058964,0.018951132,31.516978,85.239971,0.905410255,0,0.018812291,65.9,78.1,53.8,3.63,0,80.9,91.6,70.3,4.23,0,50.8,61.4,40.1,4.35,0,52.4,63.6,41.3,5.01,0.1,48.5,59.2,37.8,5.23,0,81.8,92.3,71.4,5.84,0,80,90.5,69.5,4.96,0,59.4,71,47.7,5.41,0,74.3,85.7,62.8,3.35,0,58.7,70.1,47.3,4.17,0,67.3,79.3,55.2,3.4,0,76.5,87.5,65.4,4.19,0,50.56666667,80.9,66.375,SOUTHEAST,Alabama,17302,389,11731,4915,45,0.02248295,0.678014102,0.284071206,0.002600855,0.19766501,0.213501329,Dothan Regional Airport,29.46218182
34,69,"Houston County, Alabama",1,13160,39197,70274,102504,18746,41571,23925,504,123300,1,69,24764,70274,16214,34030,14469,0.079523326,0.182880668,0.484247375,0.205894072,0.90877193,0,0.863799283,0,0.915194346,0,0.946428571,0,0.892857143,0,34,0.043795106,0.039045043,0.039647791,0.035787144,0.030046543,31.158193,85.296398,0.905410255,0,0.037664325,65.9,78.1,53.8,3.63,0,80.9,91.6,70.3,4.23,0,50.8,61.4,40.1,4.35,0,52.4,63.6,41.3,5.01,0.1,48.5,59.2,37.8,5.23,0,81.8,92.3,71.4,5.84,0,80,90.5,69.5,4.96,0,59.4,71,47.7,5.41,0,74.3,85.7,62.8,3.35,0,58.7,70.1,47.3,4.17,0,67.3,79.3,55.2,3.4,0,76.5,87.5,65.4,4.19,0,50.56666667,80.9,66.375,SOUTHEAST,Alabama,101547,2995,69731,26038,806,0.029493732,0.686686953,0.256413286,0.007937211,0.159669907,0.243867372,Dothan Regional Airport,23.23888284
35,71,"Jackson County, Alabama",1,2567,20431,37190,52318,9415,37745,20066,372,98900,1,71,11574,37190,9443,23427,4628,0.09608307,0.179957185,0.6299274,0.124442054,0.886111111,0,0.869444444,0,0.878787879,0,0.873563218,0,0.908713693,0,35,0.019664259,0.026662621,0.03076124,0.028357078,0.028061919,34.763522,85.9774,0.883324069,0,0.026701423,58.9,72.1,45.6,,,77.4,88.8,65.9,,,41.9,52.6,31.3,,,43.3,55,31.5,,,39.5,49.9,29.1,,,78.1,88.7,67.4,,,74.5,86,62.9,,,50.9,63.5,38.3,,,67.1,79.2,55,,,50.1,62.7,37.5,,,60.1,73.3,46.9,,,71.1,83.4,58.8,,,41.56666667,76.66666667,59.40833333,SOUTHEAST,Alabama,53227,1339,47937,1771,165,0.025156406,0.90061435,0.033272587,0.00309993,0.177409961,0.217446033,Redstone Army Air Field,65.47513354
36,73,"Jefferson County, Alabama",1,21812,260929,444969,644639,121029,45610,27240,605,143400,1,73,152729,444969,91812,169165,137022,0.08746525,0.187746941,0.380172551,0.307936058,0.526027397,0,0.432876712,0,0.556164384,0,0.521857923,0,0.423868313,0,36,0.061060481,0.06004159,0.055801066,0.05431463,0.053633496,33.553444,86.896536,0.492158946,0,0.056970253,62.5,74.4,50.5,4.38,0.2,80.7,90.6,70.8,3.93,0,46.1,55.9,36.3,4.45,0.1,47.7,58.4,37.1,4.53,0.1,43.8,53.8,33.8,4.84,0.6,81.1,90.8,71.4,4.8,0,77.7,87.7,67.7,4.38,0,55.2,66.7,43.7,5.23,0.6,70.6,81.5,59.7,4.99,0,54.4,65.4,43.5,4.85,0,64.1,75.3,52.9,3.44,0,74.7,85.1,64.3,3.9,0,45.86666667,79.83333333,63.21666667,SOUTHEAST,Alabama,658466,25488,340213,275511,9085,0.038708149,0.516675121,0.418413403,0.01379722,0.139433167,0.231946676,Birmingham-Shuttlesworth International Airport,13.32371461
37,75,"Lamar County, Alabama",1,776,6138,10017,14008,3382,35450,20130,274,67900,1,75,3076,10017,2772,5982,1152,0.099966398,0.241433467,0.597184786,0.115004492,0.919889503,0,0.896428571,0,0.540616246,0,0.61369863,0,0.614035088,0,37,0.005475398,0.007721744,0.011553452,0.009312826,0.009521123,33.787085,88.087431,0.716933608,0,0.008716909,60.9,74.9,46.8,4.93,0,79.7,91.8,67.6,2.78,0,44.6,55.9,33.3,5.56,0,46.2,58.1,34.2,5.65,0,41.9,53.6,30.1,5.44,0.2,80,91.7,68.4,4.56,0,76.7,88.6,64.9,4.53,0,54,67,41,5.6,0.2,69.3,82.1,56.4,5.58,0,53.4,66.3,40.5,5.48,0,62.4,76.3,48.5,3.76,0,73.4,86.2,60.6,3.46,0,44.23333333,78.8,61.875,SOUTHEAST,Alabama,14564,180,12542,1635,4,0.012359242,0.861164515,0.112263115,0.00027465,0.190332326,0.211205713,Columbus Air Force Base,36.6567952
38,77,"Lauderdale County, Alabama",1,3409,38612,62870,90602,16232,43125,24215,419,118600,1,77,19223,62870,16510,31287,13710,0.070158268,0.179157193,0.497645936,0.218069031,0.884210526,0,0.883802817,0,0.896428571,0,0.914893617,0,0.914285714,0,38,0.026211047,0.022296173,0.027438435,0.029720318,0.024516422,34.904122,87.650997,0.898724249,0,0.026036479,60,71.7,48.3,,,78.8,90.1,67.4,,,42.5,52.5,32.5,,,43,54,31.9,,,39.4,49.7,29.1,,,78.9,89.4,68.3,,,75.5,86.6,64.3,,,51.5,63.5,39.4,,,68.2,79.5,56.9,,,51.1,62.5,39.6,,,60.7,73.3,48,,,71.9,83.6,60.2,,,41.63333333,77.73333333,60.125,SOUTHEAST,Alabama,92709,2082,79228,9190,675,0.022457367,0.854588012,0.099127377,0.007280847,0.178084113,0.207347722,Northwest Alabama Regional Airport,18.01024442
39,79,"Lawrence County, Alabama",1,1378,13537,23292,33232,6225,40003,21369,366,94800,1,79,7439,23292,5306,14383,2590,0.091913903,0.187319451,0.617508157,0.111196978,0.935779817,0,0.884615385,0,0.921052632,0,0.983050847,0,1,0,39,0.004106118,0.02092511,0.021294947,0.020814425,0.019464191,34.529776,87.321865,0.944899736,0,0.017320958,60.6,72.9,48.4,4.61,0,78.5,89.8,67.3,3.66,0,42.5,53.1,31.9,6.03,0.3,43.6,55,32.2,5.28,0.6,40.1,50.9,29.3,5.18,1.1,78.9,89.4,68.4,4.34,0,75.5,86.3,64.8,4.4,0,52.2,64.2,40.2,5.11,0.4,68.5,79.8,57.3,5.65,0,51.7,63.3,40,5.12,0,61.2,73.7,48.8,3.92,0,72.1,83.9,60.3,3.86,0,42.06666667,77.63333333,60.45,SOUTHEAST,Alabama,34339,574,26420,3917,41,0.016715688,0.769387577,0.114068552,0.001193978,0.154518186,0.216634148,Northwest Alabama Regional Airport,35.64485242
40,81,"Lee County, Alabama",1,3731,57171,87947,145434,34561,44570,24356,616,154300,1,81,33002,87947,15009,32437,29925,0.069957885,0.237640442,0.368824406,0.340261749,0.816901408,0,0.767605634,0,0.581602374,0,0.747081712,0,0.842105263,0,40,0.026959578,0.034650374,0.030518453,0.044508658,0.02815884,32.604064,85.353048,0.751059278,0,0.032959181,60.6,74.3,46.9,4.3,0,78.6,89.1,68,4.06,0,45.8,57.4,34.2,4.84,0,47,59,35.1,5.32,0,43.5,55,32,4.79,0,79.2,89.9,68.5,5.28,0,75.9,87.3,64.5,4.61,0,53.9,67,40.8,6.23,0.1,69,81.4,56.7,3.38,0,53.8,66.7,40.8,4.74,0,62.7,75.2,50.2,3.6,0,73,84.3,61.7,3.58,0,45.43333333,77.9,61.91666667,SOUTHEAST,Alabama,140247,4571,97900,31674,3615,0.032592498,0.698054147,0.225844403,0.025775952,0.107018332,0.235313411,Columbus Metropolitan Airport,40.09356197
41,83,"Limestone County, Alabama",1,2460,32213,61004,84736,12075,49570,25569,436,142100,1,83,20787,61004,11856,29867,14178,0.073662613,0.142501416,0.489590847,0.232410989,0.843971631,0,0.840989399,0,0.82739726,0,0.832876712,0,0.850828729,0,41,0.019098355,0.01490743,0.020230539,0.021206684,0.018203951,34.810239,86.9814,0.839212746,0,0.018729392,60.4,72.6,48.2,4.75,0,79.1,89.9,68.4,3.39,0,42.9,52.9,32.9,6.13,0,44.5,55,34,4.8,0.1,40.2,50.2,30.2,5.59,0.6,79.5,89.4,69.5,4.33,0,76.1,86.7,65.6,4.69,0,52,63.9,40.2,5.09,0.4,68.8,79.9,57.7,5.16,0,51.7,63,40.4,5.06,0,61.6,73.8,49.4,3.81,0,73,84.6,61.3,4.09,0,42.53333333,78.23333333,60.81666667,SOUTHEAST,Alabama,82782,4591,65112,10350,911,0.055458916,0.7865478,0.12502718,0.011004808,0.14321954,0.251105313,Huntsville International Carl T Jones Field,26.93593607
42,85,"Lowndes County, Alabama",1,730,4282,7205,10649,3035,25876,18429,299,67800,1,85,2504,7205,1773,4403,1019,0.132218845,0.285003287,0.6111034,0.141429563,0.842105263,0,0.827464789,0,0.632311978,0,0.785123967,0,0.707865169,0.005617978,42,0.022922383,0.037082709,0.032638616,0.03441704,0.040566157,32.147888,86.650586,0.758974233,0.001123596,0.033525381,64.1,76.6,51.6,4.02,0,81.5,91.9,71,3.96,0,48.5,59.6,37.4,4.86,0.1,50.5,61.8,39.2,5.28,0,46.6,57.4,35.7,4.65,0,81.8,92.1,71.5,5.24,0,79,89.8,68.1,4.07,0,57.5,69.7,45.3,5.95,0.3,72.4,84,60.7,3.54,0,56.5,69,43.9,4.61,0,65.9,78.3,53.5,2.92,0,76.3,87.3,65.2,3.97,0,48.53333333,80.76666667,65.05,SOUTHEAST,Alabama,11299,87,2841,8283,14,0.007699796,0.25143818,0.733073723,0.001239048,0.156916541,0.221612532,Montgomery Regional (Dannelly Field) Airport,29.52548204
43,87,"Macon County, Alabama",1,1267,8009,12382,17886,4636,30738,17374,372,74700,1,87,3748,12382,3227,6124,2394,0.161849711,0.259197137,0.494588919,0.193345178,0.93852459,0,0.914285714,0,0.957081545,0,0.914529915,0,0.952380952,0,43,0.047081857,0.035212248,0.068039686,0.057468354,0.052325581,32.387027,85.692887,0.935360543,0,0.052025545,63,75.8,50.2,4.01,0,80.9,90.9,70.9,4.12,0,48.4,59.5,37.3,4.45,0.1,49.5,61.2,37.8,4.94,0,45.7,56.8,34.7,4.7,0.1,81.3,91.2,71.4,4.94,0,78.4,89,67.9,4.34,0,56.5,69.1,44,6.05,0,71.6,83.3,60,4.04,0,56.2,68.7,43.7,4.91,0,65.2,77.5,52.9,3.07,0,75.5,86.3,64.7,3.64,0,47.86666667,80.2,64.35,SOUTHEAST,Alabama,21452,232,3267,17631,76,0.010814842,0.152293492,0.82188141,0.003542793,0.150428864,0.174715644,Troy Municipal Airport at N Kenneth Campbell Field,65.7084277
44,89,"Madison County, Alabama",1,10869,137767,233276,338028,46436,57993,32131,605,167900,1,89,78714,233276,45998,71431,91836,0.081104621,0.137373235,0.306208097,0.39367959,0.839285714,0,0.831360947,0,0.864864865,0,0.84272997,0,0.856287425,0,44,0.044198428,0.041813556,0.043297206,0.042831495,0.041246102,34.764238,86.55108,0.846905784,0,0.042677357,58.7,71.7,45.7,4.23,,78.3,90,66.5,3.5,,41.8,52.7,30.8,5.56,,42.7,54.3,31,5.13,,39.3,50.3,28.3,5.38,,78.5,89.2,67.7,4.64,,75.1,86.3,63.8,4.57,,50.4,62.8,38,5.22,,67,78.9,55.1,4.98,,50.4,63,37.8,4.86,,60.3,73.8,46.8,3.57,,71.7,84.3,59,4.18,,41.26666667,77.3,59.51666667,SOUTHEAST,Alabama,334811,15404,221445,79517,8167,0.046008046,0.661403,0.237498171,0.024392866,0.137384972,0.235099803,Redstone Army Air Field,15.49403208
45,91,"Marengo County, Alabama",1,1029,8281,13783,20054,5244,32042,21471,325,90800,1,91,4733,13783,3730,7901,2105,0.11125706,0.261493966,0.5732424,0.152724371,0.968181818,0,0.962655602,0,0.742038217,0,0.9375,0,0.923529412,0,45,0.032875532,0.033576225,0.030308975,0.032752192,0.032444014,32.247591,87.791091,0.90678101,0,0.032391388,62.1,75.2,49.1,4.45,0,79.5,90.5,68.6,4.6,0,45.7,57.2,34.2,4.82,0,47.3,59.4,35.3,5.37,0,43.5,55,32.1,5.44,0,79.9,91,68.8,4.68,0,77.1,88.5,65.7,4.14,0,54.7,67.6,41.8,5.04,0.1,70.6,82.9,58.3,4.13,0,54,66.8,41.2,4.62,0,63.5,76.1,50.9,3.54,0,74,85.4,62.6,3.69,0,45.5,78.83333333,62.65833333,SOUTHEAST,Alabama,21027,352,9607,10838,53,0.016740381,0.456888762,0.515432539,0.002520569,0.177390974,0.225091549,Meridian Naval Air Station,79.45773562
46,93,"Marion County, Alabama",1,1285,12714,21650,29652,5960,32299,20042,291,81400,1,93,6438,21650,5963,12206,2498,0.096147749,0.200998246,0.563787529,0.115381062,0.884210526,0,0.883802817,0,0.896428571,0,0.914893617,0,0.914285714,0,46,0.020925396,0.02373561,0.023712077,0.020320217,0.022759649,34.138219,87.881551,0.898724249,0,0.02229059,59.1,75.2,43,5.17,0,78.8,92,65.5,4.01,0,41.8,54.6,28.9,6.08,0.2,43.3,57.4,29.3,5.49,0.7,39.3,52.3,26.2,5.26,0.5,79.1,91.8,66.5,4.75,0,75.4,88.7,62.2,4.95,0,51.2,66.8,35.7,4.8,0.3,67.8,82.3,53.3,6.3,0,50.7,65.4,35.9,5.2,0,60.8,76.1,45.4,3.83,0,72.3,86.6,58,3.88,0,41.46666667,77.76666667,59.96666667,SOUTHEAST,Alabama,30776,632,28509,1178,53,0.020535482,0.926338705,0.038276579,0.001722121,0.193754874,0.209188978,Northwest Alabama Regional Airport,71.8127943
47,95,"Marshall County, Alabama",1,6215,34261,63035,93203,18794,38983,21363,428,115500,1,95,23248,63035,15088,34298,10478,0.078669651,0.20164587,0.544110415,0.166225113,0.868327402,0,0.868327402,0,0.605479452,0,0.460227273,0,0.662921348,0,47,0.033455531,0.042496282,0.031981778,0.033647857,0.031991094,34.309564,86.321668,0.693056575,0,0.034714508,60.5,71.7,49.3,,,79.6,89,70.2,,,43.6,52.9,34.2,,,45.2,55.1,35.2,,,41.2,50.3,32,,,79.9,89.1,70.6,,,76.3,85.6,67,,,52.7,63.4,42,,,69.1,79.2,59,,,52.9,63,42.7,,,62.8,73.3,52.2,,,73.4,83,63.7,,,43.33333333,78.6,61.43333333,SOUTHEAST,Alabama,93019,11238,78060,1389,475,0.120814027,0.839183393,0.014932433,0.005106484,0.162203421,0.249927434,Redstone Army Air Field,52.81259889
48,97,"Mobile County, Alabama",1,13757,154188,273199,404329,77917,43809,22953,598,122400,1,97,100277,273199,58406,129881,60005,0.094190377,0.192706929,0.475408036,0.219638432,0.870175439,0,0.785964912,0,0.754820937,0,0.756830601,0,0.767955801,0,48,0.05499138,0.054152007,0.048511345,0.050984133,0.045172512,30.684573,88.196568,0.787149538,0,0.050762275,66.4,77.5,55.4,4.79,0,81.6,90.7,72.6,6.96,0,52.4,62.7,42.2,5.06,0,53.8,64.4,43.3,5.12,0.1,50.4,60.8,40,5.65,0,81.8,91,72.7,7.25,0,79.8,89.2,70.4,6.11,0,60.2,71.2,49.1,6.14,0.1,74.1,84.5,63.7,5.14,0,59.6,70.6,48.6,5.13,0,68.4,79.2,57.6,3.69,0,77.5,87,68,5.11,0,52.2,81.06666667,67.16666667,SOUTHEAST,Alabama,412992,9936,243904,142272,7507,0.024058577,0.590578026,0.344490934,0.018177108,0.141421626,0.242806156,Mobile Regional Airport,4.490182591
49,99,"Monroe County, Alabama",1,1115,8406,14913,21979,6901,27257,15863,356,81200,1,99,5375,14913,3823,9521,1826,0.205103042,0.313981528,0.638436264,0.122443506,0.821917808,0,0.789041096,0,0.849315068,0,0.885245902,0,0.806629834,0,49,0.029639295,0.033754116,0.032179149,0.033095861,0.032726238,31.580332,87.383266,0.830429942,0,0.032278932,64.5,76.7,52.3,,,79.8,89.9,69.7,,,49.5,60.3,38.7,,,51.2,62.3,40.2,,,47.6,58.5,36.6,,,80.3,90.4,70.3,,,78.1,88.3,67.9,,,57.6,69.8,45.4,,,72.7,84,61.4,,,57.4,69.3,45.5,,,66,77.5,54.5,,,75.6,86.3,64.9,,,49.43333333,79.4,65.025,SOUTHEAST,Alabama,23068,220,12621,9581,67,0.009537021,0.547121554,0.415337264,0.002904456,0.165727415,0.233006763,Whiting Field Naval Air Station - North,100.9815042
50,101,"Montgomery County, Alabama",1,7423,89532,147536,220967,49918,44369,25138,611,122300,1,101,55434,147536,29386,59997,45906,0.085914095,0.225907036,0.406660069,0.311151177,0.842105263,0,0.827464789,0,0.632311978,0,0.785123967,0,0.707865169,0.005617978,50,0.05467316,0.052892605,0.058296561,0.040355647,0.045672949,32.203651,86.203831,0.758974233,0.001123596,0.050378185,63.7,76.6,50.9,3.97,,80.6,91.3,70,4.22,,48.4,60.1,36.6,4.54,,50.5,62.1,38.9,5.08,,46.3,57.5,35.1,4.62,,80.9,91.8,70.1,5.27,,78.3,89.1,67.4,4.62,,57.1,69.6,44.7,5.47,,71.8,84.2,59.5,3.65,,56.2,69,43.4,4.67,,64.7,77.6,51.9,3.05,,75,86,64,3.64,,48.4,79.93333333,64.45833333,SOUTHEAST,Alabama,229363,8314,88099,124928,4792,0.036248218,0.384102929,0.544673727,0.020892646,0.128120054,0.241686759,Montgomery Regional (Dannelly Field) Airport,20.89777923
